-0.2345,-0.23298,-0.23138,-0.22971,-0.22798,-0.22615,-0.22418,-0.22181,-0.21795,-0.20804,-0.17266,-0.029606,-0.29108,-0.23231,-0.23956,-0.23379,-0.18567,-0.024806,-0.2849,-0.21813,-0.18373,-0.012474,-0.23362,-0.012359,-0.28306,-0.21623,-0.18254,-0.024555,-0.28076,-0.23255
-0.23298,-0.23138,-0.22971,-0.22798,-0.22615,-0.22418,-0.22181,-0.21795,-0.20804,-0.17266,-0.029606,-0.29108,-0.23231,-0.23956,-0.23379,-0.18567,-0.024806,-0.2849,-0.21813,-0.18373,-0.012474,-0.23362,-0.012359,-0.28306,-0.21623,-0.18254,-0.024555,-0.28076,-0.23255,-0.22545
-0.23138,-0.22971,-0.22798,-0.22615,-0.22418,-0.22181,-0.21795,-0.20804,-0.17266,-0.029606,-0.29108,-0.23231,-0.23956,-0.23379,-0.18567,-0.024806,-0.2849,-0.21813,-0.18373,-0.012474,-0.23362,-0.012359,-0.28306,-0.21623,-0.18254,-0.024555,-0.28076,-0.23255,-0.22545,-0.22636
-0.22971,-0.22798,-0.22615,-0.22418,-0.22181,-0.21795,-0.20804,-0.17266,-0.029606,-0.29108,-0.23231,-0.23956,-0.23379,-0.18567,-0.024806,-0.2849,-0.21813,-0.18373,-0.012474,-0.23362,-0.012359,-0.28306,-0.21623,-0.18254,-0.024555,-0.28076,-0.23255,-0.22545,-0.22636,-0.17482
-0.22798,-0.22615,-0.22418,-0.22181,-0.21795,-0.20804,-0.17266,-0.029606,-0.29108,-0.23231,-0.23956,-0.23379,-0.18567,-0.024806,-0.2849,-0.21813,-0.18373,-0.012474,-0.23362,-0.012359,-0.28306,-0.21623,-0.18254,-0.024555,-0.28076,-0.23255,-0.22545,-0.22636,-0.17482,-0.024974
-0.22615,-0.22418,-0.22181,-0.21795,-0.20804,-0.17266,-0.029606,-0.29108,-0.23231,-0.23956,-0.23379,-0.18567,-0.024806,-0.2849,-0.21813,-0.18373,-0.012474,-0.23362,-0.012359,-0.28306,-0.21623,-0.18254,-0.024555,-0.28076,-0.23255,-0.22545,-0.22636,-0.17482,-0.024974,-0.27472
-0.22418,-0.22181,-0.21795,-0.20804,-0.17266,-0.029606,-0.29108,-0.23231,-0.23956,-0.23379,-0.18567,-0.024806,-0.2849,-0.21813,-0.18373,-0.012474,-0.23362,-0.012359,-0.28306,-0.21623,-0.18254,-0.024555,-0.28076,-0.23255,-0.22545,-0.22636,-0.17482,-0.024974,-0.27472,-0.23078
-0.22181,-0.21795,-0.20804,-0.17266,-0.029606,-0.29108,-0.23231,-0.23956,-0.23379,-0.18567,-0.024806,-0.2849,-0.21813,-0.18373,-0.012474,-0.23362,-0.012359,-0.28306,-0.21623,-0.18254,-0.024555,-0.28076,-0.23255,-0.22545,-0.22636,-0.17482,-0.024974,-0.27472,-0.23078,-0.2194
-0.21795,-0.20804,-0.17266,-0.029606,-0.29108,-0.23231,-0.23956,-0.23379,-0.18567,-0.024806,-0.2849,-0.21813,-0.18373,-0.012474,-0.23362,-0.012359,-0.28306,-0.21623,-0.18254,-0.024555,-0.28076,-0.23255,-0.22545,-0.22636,-0.17482,-0.024974,-0.27472,-0.23078,-0.2194,-0.22319
-0.20804,-0.17266,-0.029606,-0.29108,-0.23231,-0.23956,-0.23379,-0.18567,-0.024806,-0.2849,-0.21813,-0.18373,-0.012474,-0.23362,-0.012359,-0.28306,-0.21623,-0.18254,-0.024555,-0.28076,-0.23255,-0.22545,-0.22636,-0.17482,-0.024974,-0.27472,-0.23078,-0.2194,-0.22319,-0.1666
-0.17266,-0.029606,-0.29108,-0.23231,-0.23956,-0.23379,-0.18567,-0.024806,-0.2849,-0.21813,-0.18373,-0.012474,-0.23362,-0.012359,-0.28306,-0.21623,-0.18254,-0.024555,-0.28076,-0.23255,-0.22545,-0.22636,-0.17482,-0.024974,-0.27472,-0.23078,-0.2194,-0.22319,-0.1666,-0.012535
-0.029606,-0.29108,-0.23231,-0.23956,-0.23379,-0.18567,-0.024806,-0.2849,-0.21813,-0.18373,-0.012474,-0.23362,-0.012359,-0.28306,-0.21623,-0.18254,-0.024555,-0.28076,-0.23255,-0.22545,-0.22636,-0.17482,-0.024974,-0.27472,-0.23078,-0.2194,-0.22319,-0.1666,-0.012535,-0.21674
